unique_carrier,origin,destination,departure_time,month,day_of_month,day_of_week,distance,is_delayed
TT,PIH,HFF,1925,4,12,2,2338,0
OZ,HSR,CBT,1605,7,3,7,409,0
JG,FUV,TVQ,1845,5,29,7,352,0
JG,TVQ,SHT,1330,1,15,7,357,0
JG,TVQ,LHW,1713,3,28,1,696,0
C6,IQQ,QFT,1409,4,24,1,1076,0
XJ,QJX,JNS,1355,1,12,4,588,0
HH,VAP,HSR,1643,11,27,1,475,0
OZ,QTX,ITV,935,7,28,4,209,0
BN,SPN,OPU,746,12,9,5,1416,0
RQ,TVQ,YTR,656,11,17,5,533,0
BN,YTR,OPU,839,6,10,6,908,0
WP,CRQ,RMT,1821,3,8,2,313,0
HL,RMT,CHP,1050,3,13,1,399,1
TT,OJO,RIN,1608,9,23,6,432,0
HH,YMV,HSR,634,9,24,7,588,0
TT,TVQ,QFT,1040,12,7,3,761,0
JG,TVQ,ORV,1143,8,25,4,619,0
NB,QTP,ORN,1120,3,26,6,1521,0
TP,FJF,PJT,1641,12,11,7,224,1
RQ,PBT,TVQ,1527,3,28,1,1919,0
NB,PVQ,OMY,1305,3,21,1,237,0
MH,LBQ,JNS,2310,1,1,6,4962,1
WP,OMH,ULQ,1218,12,16,6,861,1
NB,RTQ,TWP,1119,12,4,1,189,0
XJ,JNS,XBT,1634,9,20,2,1130,0
RQ,QFT,RMT,828,7,8,5,214,1
I9,URX,RJB,622,2,6,1,992,0
RL,JNS,YTR,1035,6,21,2,213,0
JG,MLH,TVQ,1816,1,17,1,457,0
BN,OJO,OMY,1432,1,12,3,392,0
TT,CBT,HSR,805,12,11,7,409,0
BN,RVN,VUT,2126,11,27,1,983,0
NB,CBT,ORN,1839,9,11,7,395,0
NB,CWS,PDM,2004,11,14,2,296,0
HL,QFT,DTX,2010,4,25,1,834,0
NB,DTX,IQQ,1140,11,20,7,318,0
BN,MHP,OPU,757,12,21,4,725,0
HH,PQM,PIH,1327,11,18,5,599,1
IQ,TVQ,OJO,1722,8,7,7,332,0
NB,OLV,OMH,2014,9,27,3,1142,1
TT,PVQ,OMH,636,7,26,3,880,0
LT,HFF,LBQ,1704,3,6,1,100,0
RL,YTR,VAP,1044,2,19,6,419,0
RQ,DIE,SPN,834,1,18,2,1074,0
HL,LPG,RMT,755,1,10,2,613,1
NB,OMH,CBT,1050,6,18,7,616,0
NB,DTX,CBT,1410,6,24,5,484,0
MH,YTL,HSR,1106,3,26,6,925,1
BN,RVN,YTL,1951,8,5,5,1076,1
XJ,MQJ,OMY,907,3,11,5,694,0
NB,ULX,JQU,2100,9,5,1,347,0
JG,XBT,TVQ,700,2,9,4,589,1
MH,YTL,PTV,753,6,8,4,191,0
TT,HSR,PJT,1048,10,13,4,1721,0
IQ,RTA,TVQ,2214,7,25,1,432,1
TT,PJT,DIE,1137,7,26,2,2421,0
MH,YTL,CNY,752,1,25,2,1235,0
NB,CNY,OLV,718,11,29,3,377,0
HH,RJB,PQM,1730,8,12,5,391,0
LU,DIE,ULX,646,11,4,5,2153,0
C6,CHP,QTP,2048,5,26,4,2381,0
WP,RMT,YTL,856,3,12,6,1208,0
NB,PTB,PDM,1215,5,9,1,417,1
IQ,QTP,RIN,809,8,2,2,1055,0
WT,PTB,YTR,807,3,24,4,2253,0
TT,PVQ,QFT,1302,12,16,6,887,0
BN,QFT,RVN,918,8,18,4,501,0
WT,HSR,HOT,2234,7,14,5,416,1
NB,TCZ,URX,1424,4,30,6,1111,0
MH,RIN,YTL,756,4,27,4,224,0
TT,HSR,QFT,658,8,22,1,733,0
MH,HSR,JNS,1858,9,22,4,719,0
HH,PQM,IMT,1154,4,11,1,532,0
WP,ULX,SRW,946,3,5,7,1891,0
MH,JNS,OMH,1432,6,22,4,938,0
NB,QTP,QTX,1750,4,28,5,236,1
OZ,RIN,YMV,1928,9,17,6,328,0
XJ,MQJ,RTA,1637,7,18,1,162,0
IQ,ULQ,VUT,1130,3,18,6,920,0
HH,PTB,QTX,1436,4,30,6,109,0
AG,ULX,JQU,2155,3,9,4,347,0
TP,RMT,QTX,759,4,3,7,2311,0
NB,RTQ,TWP,1834,3,16,4,189,0
NB,LHW,TWP,848,10,16,1,148,0
BN,OMH,OPU,2242,2,25,6,1310,1
XJ,OTI,YTL,1336,7,13,4,429,0
MH,RMT,YTL,721,8,3,3,1208,0
HH,RJB,XBT,1610,10,27,5,616,0
AG,SHT,YTR,1450,7,29,6,177,0
JG,TVQ,VQL,1923,3,29,2,223,1
C6,IQQ,JNS,1714,8,10,4,1065,1
HL,TVQ,HSI,2250,11,25,5,516,0
NB,OPA,LHW,2242,10,16,1,303,1
RQ,RJB,TVQ,627,11,4,6,1199,0
JG,MGF,PCB,855,3,4,5,203,0
WT,QTX,RJB,1416,4,20,3,862,0
NB,CNY,YPU,1410,11,19,6,220,0
XJ,YTL,QYV,1922,9,16,5,374,0
NB,QTX,QTP,925,4,23,7,236,0
TP,HTE,PBT,725,12,19,2,371,0
IQ,RIN,OMH,1512,12,30,5,984,0
TT,VUT,QFT,750,2,28,2,1011,0
NB,OMH,YPU,1853,7,27,4,972,0
HH,OJO,RJB,1734,5,21,7,872,0
NB,PVQ,PQM,1805,12,10,7,1156,0
WP,QTP,PBT,2113,2,9,4,226,1
WP,UYV,MQV,1935,8,15,2,366,1
TT,QTX,CHP,1240,9,26,1,2611,0
BN,OPU,POI,1747,7,4,2,1518,0
HH,FVI,RJB,1524,9,6,3,624,0
TT,RIN,TWP,1518,5,29,1,190,0
NB,RTQ,PTV,1020,1,10,1,248,0
HH,URX,PJT,1329,6,21,3,129,0
MH,MQJ,OMH,1233,9,22,5,895,0
NB,PDM,ULX,1620,4,6,4,621,0
XJ,MQJ,ORN,1514,9,29,4,307,0
BN,OPU,QFT,1547,6,3,6,1020,0
WP,JNS,UYV,927,1,4,2,319,0
JG,MGF,QJX,1645,7,16,7,70,0
OZ,RIN,QTN,1621,8,5,6,140,1
IQ,OMH,TVQ,1026,12,28,3,403,0
NB,TCZ,URX,1400,1,5,4,1111,0
NB,PJT,CHY,1919,6,19,1,399,0
TT,HSR,QTP,929,12,11,7,1515,0
RQ,TVQ,SYM,901,3,1,2,481,0
I9,URX,RJB,618,9,3,6,992,0
RQ,TVQ,PVQ,841,10,25,3,483,1
AG,VWP,QTP,909,6,7,3,365,0
JG,RPO,MGF,1717,8,22,1,505,0
IQ,QFT,MTE,1456,10,3,2,396,0
TP,POI,PJT,649,11,9,4,605,0
C6,PTB,DIE,1530,8,25,4,2446,0
WP,ULQ,SHM,2019,7,26,3,257,0
WT,RJB,URX,2106,10,18,3,992,1
WT,QTX,HSR,752,9,9,6,1745,0
NB,CNY,DTX,1420,6,1,3,663,1
XJ,HEM,YTL,1050,7,16,7,395,0
I9,RJB,QTX,828,5,5,5,862,0
RQ,YBR,TVQ,1007,10,15,6,432,0
NB,CWS,PDM,1624,4,21,5,296,0
HL,OEJ,TVQ,1850,7,1,5,669,0
BN,OPU,CYP,2227,7,23,7,386,0
JG,MQV,TVQ,600,5,21,7,227,0
OZ,PTV,RTQ,1520,6,28,3,248,0
WT,RJB,PQM,2108,7,4,2,391,0
TT,DIE,OYT,1209,5,15,1,1090,0
XJ,MQJ,OEJ,1645,2,9,3,328,1
RQ,TVQ,SPN,1522,5,12,4,515,0
RQ,QFT,TVQ,2001,6,2,4,761,1
RQ,TVQ,OYT,1315,5,4,3,595,0
NB,HTE,PTB,1116,12,24,7,446,0
HH,PFI,RJB,1819,5,1,7,637,0
WP,PIH,UYV,1151,7,4,1,2254,1
TT,IQQ,PDW,1258,4,20,4,1046,1
WT,RJB,OMY,2124,6,16,4,533,0
XJ,YTL,MTJ,1051,10,6,4,878,1
RQ,YTR,PQM,656,3,16,4,1827,0
HH,VWQ,PQM,1738,8,19,6,926,0
OZ,DIE,SRW,816,12,28,4,426,0
JG,TVQ,CWI,1507,4,15,5,712,0
TT,HSR,IQQ,1233,7,9,7,1182,0
NB,OMH,IQQ,1655,4,13,4,178,0
WP,ULQ,QTP,743,3,6,1,2176,0
TT,RIN,TVQ,1945,8,18,4,732,1
HH,RJB,MUS,2017,7,22,5,230,0
HH,PQM,HTE,2105,5,10,3,588,0
NB,IQQ,OMH,710,7,4,1,178,0
WP,HSR,ULQ,1607,1,21,6,678,0
XJ,RTA,JNS,1025,1,10,1,533,0
WP,IQQ,ULQ,1623,7,18,1,992,0
RQ,UPU,TVQ,731,3,18,6,1840,0
HH,MQJ,HSR,1249,6,1,3,316,0
C6,QFC,YTR,800,12,5,1,2277,0
NB,SBH,PJT,632,9,16,6,564,0
WT,QTX,YTR,2235,7,23,6,2288,0
NB,ULX,HTE,635,7,5,2,646,0
NB,HTE,PTB,1500,5,20,6,446,0
MH,OYT,JNS,1335,8,15,2,1086,0
WT,RJB,EHT,1146,12,2,6,3329,1
MH,OMH,MQJ,1202,11,2,4,895,0
AG,RVN,YTR,1108,6,30,5,383,1
XJ,OPB,MQJ,749,10,4,3,402,0
WT,PIH,QTX,1716,5,8,1,337,0
NB,PTV,RTQ,735,9,1,5,248,0
NB,PVQ,CNY,925,2,16,4,737,0
OZ,HSR,RPO,1010,8,3,4,299,0
WP,CWI,ULQ,1807,12,23,5,279,1
XJ,YTL,VAP,2117,8,23,3,772,1
NB,OMH,CNY,1417,1,19,4,787,0
OZ,HSR,ORV,1538,8,20,7,594,0
NB,RVN,PVQ,2013,9,13,3,440,0
NB,CHY,PQM,618,8,29,2,291,0
WP,OYT,MQV,1552,8,10,3,650,0
WP,ULQ,HSR,559,4,7,5,678,1
NB,UGR,ULQ,1825,3,20,7,238,0
OZ,RIN,QCC,1710,5,27,5,282,0
HH,FDV,PQM,1149,8,12,5,217,0
BN,OPU,QTB,1906,8,23,2,455,0
BN,RVN,CBT,1730,8,30,2,457,0
OZ,MOL,OYT,1208,11,26,6,990,1
WT,SHM,HSR,557,5,7,7,528,0
OZ,HSR,YBR,835,8,11,4,177,0
NB,CNY,YPU,2145,11,4,5,220,0
WP,RMT,QFT,1955,9,2,5,214,0
JG,PLG,MGF,1220,2,11,5,686,0
NB,ULX,PTB,2125,12,2,5,304,1
TT,RMT,OYT,1017,4,12,2,920,0
HH,PIH,JWF,1628,3,21,1,451,0
HL,MGF,PRI,752,4,5,2,83,0
RQ,OMH,DIE,1453,3,24,5,944,1
WT,HSR,OLV,722,1,29,6,843,0
NB,OMH,CNY,905,5,14,7,787,0
WP,MQV,CHP,1553,10,14,5,728,1
NB,QTP,ULX,2207,7,31,7,256,1
BN,OJO,OPU,1436,8,30,3,700,0
HL,IPR,MGF,715,10,21,6,701,1
XJ,TCJ,MQJ,1805,3,23,4,339,0
WP,TQC,RMT,1704,10,31,2,318,1
NB,ULX,QTP,1212,5,22,1,256,0
NB,LHW,LSQ,1809,7,24,7,276,0
TT,DIE,QTX,1427,4,13,4,2475,0
OZ,PDM,PBT,1641,12,7,3,342,0
OZ,PDM,PBT,1645,2,5,7,342,0
WT,QTP,PIH,926,4,4,2,414,0
HH,URX,SRO,2130,3,7,2,116,1
HL,OEJ,MGF,1720,3,12,6,318,0
NB,HTE,HBV,1925,2,15,2,361,1
TT,OYT,OMH,2200,12,20,2,193,0
HL,FPH,DIE,1312,10,30,7,459,0
WT,PJT,QTX,1120,3,16,4,954,0
IQ,OMH,CNY,1548,11,30,3,787,1
BN,STU,OPU,1535,4,14,5,490,0
NB,PBT,QTP,1200,4,29,5,226,0
WP,RMT,QFT,957,9,6,2,214,0
MH,MQJ,CHP,1515,7,16,7,563,1
OZ,MGF,HSR,1531,11,10,4,264,1
NB,TQC,CNY,848,9,10,7,288,0
RQ,OMH,DIE,1534,5,26,5,944,1
TT,RJB,RIN,557,11,2,3,641,0
WT,HSR,QFT,1000,6,15,4,733,0
BN,RVN,YBR,1448,10,9,7,231,0
JG,MPF,TVQ,605,10,27,4,83,0
RQ,RJB,MGF,1656,3,29,2,1069,0
TP,PJT,SBH,2120,10,13,5,564,0
RQ,CHP,IQQ,1520,2,2,4,1237,0
XJ,YTL,PRI,1300,2,16,3,788,0
NB,LHW,PTV,1930,4,22,6,192,0
RQ,TVQ,QTX,2147,10,19,3,1946,1
WT,PQM,HSR,751,9,3,6,1249,0
HL,HOT,MGF,700,2,20,1,614,1
TP,CWS,PJT,950,7,13,4,937,0
NB,OLV,ULQ,1158,12,20,3,290,0
JG,YPH,TVQ,1335,8,27,7,406,0
WP,MQV,VUT,2119,5,8,7,508,0
TT,PTV,RIN,1846,11,28,2,247,0
NB,FJF,CHY,1810,5,15,1,287,0
WT,HSR,PJT,2004,11,12,6,1721,0
TT,HSR,TWP,816,4,8,5,978,0
OZ,GUP,RIN,1715,3,25,6,626,1
OZ,HSR,MQJ,2150,11,20,7,316,1
C6,CHP,OMH,959,4,15,6,1121,0
JG,CBT,TVQ,845,12,26,1,214,0
TT,VUT,PVQ,1758,7,15,5,869,1
HL,RIN,MGF,1618,1,15,7,812,1
HH,HSR,VGM,821,10,25,3,224,0
IQ,TVQ,UYV,1228,3,7,1,526,0
AG,RJB,JFJ,1108,4,18,2,121,0
TT,RIN,CRQ,1239,7,9,7,1471,0
NB,PVQ,ORN,630,4,15,5,251,0
HH,PIH,ITV,2210,8,18,5,158,0
HH,RJB,PCT,1434,10,30,7,916,1
TP,VWP,PJT,1244,3,19,7,1216,1
WP,QTP,ULQ,1421,8,21,1,2176,0
MH,YBR,YTL,607,8,6,6,845,0
TT,HSR,PBT,1703,5,9,1,1726,0
RQ,TVQ,PTB,1351,8,10,4,1891,0
XJ,SRW,JNS,1648,12,10,6,416,0
HL,FPH,MGF,810,4,15,5,330,0
OZ,HSR,UYT,1146,3,15,3,130,0
XJ,YTL,YMV,1752,8,20,6,542,0
TT,LHW,QFT,1349,5,10,2,1428,0
TT,RIN,TWP,1418,12,27,2,190,0
NB,HTE,HBV,840,9,8,5,361,0
HH,QTX,PTB,1131,6,22,4,109,1
RL,UNO,YTR,1055,1,25,2,494,0
WP,VUT,UYV,2004,2,25,5,873,0
RL,UYV,YTR,14,7,17,7,183,1
MH,RMT,YTL,1242,12,26,1,1208,0
WP,CHP,RMT,1744,12,4,1,399,0
MH,YTL,VUT,1147,8,8,1,787,0
JG,TVQ,TGU,1450,3,26,7,714,0
WP,ULX,PVQ,1221,4,9,7,1262,0
WT,YTR,HSR,815,2,14,1,589,0
TT,RIN,JQU,1202,12,23,5,551,1
JG,TVQ,UGR,1050,9,4,1,903,1
RL,FPU,YTR,610,7,1,5,383,0
TT,HSR,JNS,753,7,10,1,719,0
IQ,OQY,TVQ,527,2,22,3,633,0
RQ,HSR,PQM,1746,8,11,5,1249,0
IQ,MQV,TVQ,2007,7,10,1,227,0
JG,TVQ,QJX,918,4,20,3,303,0
JG,TVQ,OFO,1615,1,31,2,147,0
JG,TVQ,MSN,1042,7,10,7,363,0
HH,IPR,RJB,1836,3,5,6,483,0
TT,PVQ,QTP,1418,9,6,3,1372,0
WP,MQV,ULQ,1118,1,17,2,448,0
HH,PQM,QNP,2133,11,13,1,461,0
BN,TWP,OPU,1740,7,29,6,1042,0
HH,MUS,PQM,550,4,5,3,320,0
NB,RTQ,LHW,1930,4,23,6,239,0
TT,DIE,QTX,1057,4,5,2,2475,1
JG,TVQ,TGU,1443,5,25,4,714,0
LU,ULX,SBH,1010,9,21,3,601,0
TT,HSR,JNS,1956,10,18,2,719,0
HL,MGF,VWQ,1235,4,19,2,646,1
HL,OQY,MGF,1026,3,28,1,350,0
HL,MGF,DTX,1743,3,2,3,614,0
NB,ULX,ULQ,1455,6,12,7,2075,0
HH,UPU,QTX,2009,6,16,4,110,0
NB,CNY,CRQ,711,5,18,4,283,1
NB,LHW,CNY,1330,1,10,1,1246,1
TT,RIN,JNS,846,4,11,2,1372,0
OZ,PDM,PTB,1704,7,4,1,417,0
HH,HSR,TVN,1445,5,21,7,160,0
TT,PDW,DIE,825,2,18,6,1597,0
NB,LHW,RTQ,1540,3,22,3,239,0
BN,QFT,RVN,1352,6,23,4,501,1
NB,HTE,PBT,1230,1,13,4,371,0
TT,YTR,QTX,1119,7,9,7,2288,0
TT,OPA,HSR,1136,9,10,7,837,0
IQ,TVQ,VUT,1333,10,11,2,406,0
NB,QTX,TCZ,1424,12,3,6,677,0
C6,CBT,DIE,1135,12,4,1,766,0
TP,PBT,HTE,1034,6,25,6,371,0
MH,HSR,JNS,1244,6,8,4,719,0
AG,FWM,RJB,1800,9,1,5,152,0
TT,IQQ,RIN,600,6,2,4,1119,0
OZ,OEJ,RIN,928,1,6,5,853,1
LT,QTP,LBQ,219,1,17,2,2762,1
BN,UYV,OPU,1153,1,4,2,726,0
RQ,QTX,MGF,823,2,14,1,1900,0
I9,HOT,RJB,1900,3,15,3,472,0
OZ,SRW,QFT,1122,1,25,3,431,0
NB,ORN,QTP,1132,8,21,1,1521,1
WT,RVN,HSR,605,5,12,4,235,0
XJ,CHP,JNS,653,9,24,7,200,0
JG,TUI,TVQ,630,10,14,6,540,0
WP,CHP,MQV,1206,5,6,5,728,0
HH,PQM,SBH,829,1,2,1,422,0
NB,RTQ,LHW,1700,2,2,4,239,0
HH,URX,SRO,840,8,22,1,116,0
IQ,TVQ,LHW,2303,7,1,6,696,1
WP,RMT,OMH,620,1,6,5,759,0
NB,PDM,HBV,1333,8,8,2,333,0
JG,TVQ,ORN,2215,4,21,5,590,0
OZ,QTX,PTB,1155,3,7,1,109,0
RQ,UYV,TVQ,1232,6,14,2,526,0
NB,QTP,RJB,1318,3,20,1,629,0
IQ,TVQ,OJO,2257,7,7,5,332,0
WT,HSR,OLV,1927,4,1,6,843,0
HH,RJB,OPB,1027,4,26,3,826,0
OZ,FSS,HSR,723,6,12,1,137,0
LU,ULX,RJB,1340,2,1,2,602,0
HH,MHP,RJB,1112,7,3,7,72,1
HH,QTX,CIQ,840,3,21,2,109,0
RQ,TVQ,QFT,1442,11,9,3,761,1
WP,IQQ,MQV,1845,10,13,4,631,0
TP,QTX,PJT,2137,9,12,1,954,1
TT,OMH,RIN,847,1,25,3,984,0
XJ,YTL,CIQ,938,6,5,1,1428,1
JG,RIN,OJO,915,1,11,2,432,1
NB,PDM,HBV,645,6,1,3,333,0
VK,ORN,RJB,1234,7,18,1,895,0
HH,JQU,PQM,736,4,5,2,693,0
JG,UIB,TVQ,1937,5,26,4,247,0
IQ,TVQ,PTG,1228,10,5,3,215,0
I9,RJB,RIN,1045,8,10,3,641,0
BN,OPU,RMT,1901,12,24,6,931,1
C6,YTR,CHP,1513,4,12,3,413,0
RQ,VAP,TVQ,807,4,1,6,152,0
WP,DTX,ULQ,1404,1,4,2,742,1
AG,UYV,YTR,1440,3,4,6,183,0
MH,JNS,CHP,1336,7,1,5,200,1
NB,OLV,ULQ,740,5,26,4,290,0
OZ,RIN,UBP,1617,8,16,3,604,1
JG,RVN,TVQ,538,2,22,2,594,0
RL,YTR,CRQ,1507,12,11,7,326,0
BN,OPU,DIE,714,7,25,1,1028,1
I9,RIN,RJB,2102,7,15,5,641,1
IQ,CHP,CNY,1824,8,31,4,370,1
NB,ORN,ULX,1223,5,22,1,1444,0
RQ,OMH,TVQ,1655,4,14,4,403,0
IQ,TVQ,IQQ,2057,4,4,2,581,0
WT,QTP,HSR,1248,7,25,2,1515,1
IQ,CNY,CHP,1228,3,7,2,370,0
XJ,YTL,RTQ,1721,10,28,6,217,0
WP,MQV,JNS,2131,12,22,4,529,1
RQ,TVQ,LPG,1732,5,18,3,151,0
TT,HSR,VWP,1954,7,25,2,1437,0
NB,QTP,PQM,2238,11,6,1,368,1
NB,QTX,QTP,925,4,8,6,236,0
TP,PBT,HTE,705,3,7,2,371,0
JG,TVQ,ITA,1712,9,6,2,331,0
WP,CBT,MQV,1352,9,20,2,329,0
HL,MGF,PAS,1143,10,17,1,527,0
HH,RJB,CYQ,1426,4,24,1,455,0
WT,QYL,PIH,1258,5,20,6,2447,0
MH,JQU,YTL,646,7,14,4,667,0
HL,QFT,SRW,2145,5,7,6,431,0
NB,TWP,QTX,1130,3,29,3,1242,0
XJ,OMY,YTL,631,3,23,4,643,0
NB,RTQ,LHW,1230,8,21,7,239,1
WT,RJB,YTR,1119,5,19,4,1452,1
NB,LHW,PTV,1421,10,14,6,192,1
WT,PIH,QTX,1807,12,27,3,337,0
TZ,LBQ,QYL,1503,12,21,4,102,0
NB,ULX,HBV,1108,9,20,3,325,0
OZ,UBP,RIN,1051,2,2,3,604,0
XJ,JNS,FPH,1545,11,22,3,446,0
BN,GUP,OJO,1144,5,9,1,369,0
BN,PJT,OJO,1224,6,1,4,1870,0
NB,HOT,PVQ,1520,12,25,7,342,0
HL,VHQ,MGF,1345,11,17,4,181,0
HH,QTX,OSA,907,7,15,5,267,0
WT,QTX,PIH,1646,11,18,5,337,0
OZ,UBP,RIN,623,4,6,3,604,0
WT,RJB,PTV,1010,6,10,5,794,0
RQ,VUT,DIE,859,8,10,4,1005,0
RQ,IQQ,MGF,1235,6,7,2,932,0
HL,MGF,ORV,1946,12,10,7,429,0
HL,HSR,DIE,1250,11,2,4,740,0
LT,LBQ,HFF,1845,11,7,1,100,0
TT,MOL,RIN,832,5,16,2,927,0
HH,PFI,RJB,635,11,28,2,637,0
TT,RIN,OMY,1814,3,5,7,460,0
HH,LQB,PQM,950,2,3,4,402,0
NB,TCZ,LHW,1240,3,10,5,759,1
WT,PIH,QTX,1108,3,3,4,337,0
NB,SRW,CNY,2015,1,16,1,255,0
WT,QTP,RJB,1632,3,23,4,629,0
BN,OPU,ULQ,1917,11,13,7,980,1
TT,RIN,HBV,2215,12,24,7,1189,1
NB,CNY,HSI,1010,11,13,7,159,0
BN,ULQ,OPU,1412,11,14,1,980,1
HL,RVN,MGF,1028,10,24,1,229,0
WT,PIH,CHP,1359,11,12,7,2704,1
JG,TVQ,PRI,1750,7,9,7,321,1
AG,RJB,LRB,1201,3,24,5,142,1
WP,HSR,RMT,829,12,2,5,612,1
OZ,HSR,YBR,1029,11,20,1,177,1
TT,OYT,TVQ,1756,7,17,1,595,0
MH,RVN,YTL,1453,12,7,4,1076,0
WT,PIH,QTX,1836,11,6,1,337,0
OZ,HOT,HSR,1300,6,26,7,416,0
HH,OSA,QTX,1717,4,16,6,267,0
WT,HSR,PDM,1009,10,31,1,1829,0
XJ,RTA,MQJ,603,8,7,1,162,0
LT,QTX,LBQ,1047,3,7,1,2556,1
MH,YTL,TVQ,1042,7,28,4,689,0
HL,MGF,HOT,1818,3,10,5,614,0
BN,LBQ,URX,2340,12,6,3,2603,0
IQ,ULQ,IQQ,1202,10,26,4,992,1
NB,PVQ,ULX,1242,10,3,2,1262,0
NB,URX,ULX,1045,7,23,7,1009,0
LU,QTX,ULX,1248,10,16,7,370,0
BN,OPU,CKB,1709,10,19,3,874,0
WP,QFT,RMT,1158,8,20,7,214,0
NB,YBR,OMH,1016,9,1,5,828,0
LT,LBQ,QYL,1217,2,18,5,102,0
NB,ULX,HBV,1632,10,28,6,325,0
BN,OJO,MOL,1829,8,4,5,518,0
BN,VUT,OJO,805,12,30,6,656,0
NB,PQM,URX,1804,8,11,5,630,1
LU,QTP,RJB,15,11,18,5,629,1
WP,MQV,UCY,1925,9,10,6,590,0
HH,PCU,QTX,1656,6,23,5,155,0
BN,OPU,RQL,2123,12,9,5,144,0
HH,RJB,FVI,2032,6,28,2,624,0
TT,YTL,HSR,1150,5,6,5,925,0
JG,RIN,OJO,920,1,21,5,432,1
AG,QTP,OIS,2344,7,12,3,599,0
HL,DIE,RVN,920,6,10,5,508,0
WP,ULX,PDM,702,5,6,6,621,0
OZ,OTI,RIN,700,7,13,3,309,0
HH,SRR,PIH,1558,10,30,1,199,0
JG,TVQ,CLO,1959,5,23,2,134,0
HH,QTX,POX,1908,6,1,4,135,0
JG,PQM,PBT,2025,10,31,1,588,0
MH,QTP,JNS,1630,6,19,7,2227,0
BN,RJB,OPU,904,12,3,7,680,0
BN,MQV,RVN,612,8,16,3,500,0
BN,LBQ,HFF,1954,11,7,1,100,0
TP,QTP,PJT,659,12,29,5,866,0
C6,CHP,YTR,843,7,9,7,413,0
AG,LBQ,QYL,935,10,9,1,102,0
HH,PQM,RSH,2050,7,29,6,338,0
BN,RVN,IBV,1222,7,18,1,56,0
RL,MTJ,YTR,629,7,23,6,401,1
OZ,OYT,YBR,1102,7,12,3,1021,0
HH,PIH,TMG,1249,9,20,2,250,0
HL,OAS,MGF,1630,9,7,3,489,0
NB,OMY,PJT,1515,3,29,2,1489,1
BN,OPU,RQL,1509,6,30,5,144,0
HH,QTX,PCT,1632,1,20,5,89,0
BN,OPU,ULQ,1500,2,19,7,980,1
WP,QTP,PJT,1435,12,22,5,866,0
TT,CBT,OYT,653,4,5,3,806,0
C6,DIE,SPN,1101,12,22,5,1074,0
NB,URX,ULX,1511,7,19,3,1009,0
WP,MQV,DTX,1111,8,5,5,329,0
C6,JNS,PDW,1515,8,22,2,1608,0
TT,HSR,RMT,830,11,3,5,612,1
C6,DIE,IQQ,1743,3,21,1,1069,0
BN,IBV,RVN,843,3,27,7,56,0
XJ,YTL,MSU,2112,11,27,1,201,0
OZ,MOL,QFT,1701,4,25,2,478,0
LT,LBQ,HFF,1659,5,16,1,100,0
JG,PLG,TVQ,800,9,12,1,552,0
WT,CHP,HSR,703,4,17,1,867,0
OZ,QFT,FSS,1022,6,17,6,618,1
NB,HTE,ORN,643,12,22,5,1844,0
RQ,TVQ,QTX,701,11,30,4,1946,0
NB,HBV,HTE,1242,7,14,5,361,0
HL,UNO,MGF,555,10,6,5,810,0
HL,MLT,MGF,1830,10,22,7,278,0
RQ,QTX,HFF,1526,6,13,1,2486,0
WT,RJB,HEM,1843,10,8,7,495,1
TT,PTB,HSR,626,3,31,4,1723,0
NB,QTP,PJT,1040,3,8,3,866,0
WT,YTR,PIH,1903,8,24,3,2419,0
RQ,TVQ,DTX,1345,3,20,1,270,0
WT,HSR,QFT,756,4,27,4,733,0
WP,ULQ,UYV,1751,1,1,7,267,0
HL,VQL,MGF,1100,4,11,1,596,0
TT,RIN,CWS,1832,4,9,6,1231,1
NB,FJF,URX,610,2,17,5,279,0
OZ,SRW,QFT,600,9,12,1,431,0
HH,ITS,HSR,1748,11,20,7,557,1
RQ,PQM,TVQ,821,1,10,1,1589,0
NB,HTE,PQM,1007,9,30,6,588,0
NB,VUT,UCY,1255,7,28,4,174,0
AG,CNY,MQV,1200,8,4,5,361,0
WT,DIE,PIH,641,4,30,7,2586,0
WP,QFT,CHP,2056,8,18,4,185,0
TP,PJT,QFC,1913,9,1,4,965,0
HH,SBH,PQM,1757,3,3,5,422,0
XJ,YTL,HOT,1727,12,28,3,781,0
WT,RJB,HOT,1713,10,27,5,472,1
AG,MQV,RVN,2142,9,23,6,500,0
AG,OJO,YTR,1843,4,3,1,742,0
BN,PBT,OPU,1207,11,6,7,1522,0
WP,IQQ,MQV,934,7,23,6,631,0
WP,RJB,MQV,1115,2,26,7,1337,0
WP,MQV,OPU,1913,12,12,2,930,1
NB,PDM,QTX,1522,3,20,1,308,0
AG,HSR,CBT,2110,4,10,1,409,0
TP,TBM,TEB,1619,7,25,2,289,0
NB,VWQ,RTQ,1815,1,10,2,237,0
OZ,HSR,LUB,914,7,6,4,738,0
NB,JQU,QTX,754,7,11,2,714,0
RQ,VUT,TVQ,1434,7,30,7,406,0
TP,URX,HTE,2058,5,22,7,543,0
NB,HTE,QTP,914,8,21,1,407,0
OZ,TWP,RTQ,1430,3,21,2,189,0
IQ,PIH,TVQ,1234,1,5,3,2139,0
HH,PQM,UPM,1120,5,15,1,521,0
WP,CNY,ULQ,1825,5,4,3,90,0
RQ,TVQ,HSR,1559,4,4,1,606,0
HL,DIE,PTG,2005,6,13,1,718,0
TT,CNY,RIN,825,9,8,5,1217,0
JG,UIB,TVQ,1140,11,17,4,247,0
